X,Y
-100.4171979592556,25.945279620430057
-100.3975404029428,25.91044512427174
-100.41353536562252,25.935599343701067
-100.43342360342243,25.935049585797596
-100.41079584309597,25.924615585931384
-100.39834843277909,25.911752882878076
-100.39006512452251,25.93039453445249
-100.40072845345136,25.905318794228666
-100.41159686221992,25.91228934724432
-100.43011855675023,25.940306379802966
-100.39982921754084,25.96117004015628
-100.39088629383019,25.9397871377601
-100.39135947669857,25.92812558757065
-100.39360564789534,25.962013931146306
-100.40229540516718,25.969512347690756
-100.43911407127966,25.94323821460136
-100.40273536965222,25.92225003692004
-100.44167868934069,25.940330647681726
-100.39536913402725,25.92846289814306
-100.39483932888794,25.929223342688335
-100.4034189987882,25.9037493781736
-100.41527223874266,25.899256126074263
-100.37242552598065,25.972929511489028
-100.42062163615968,25.903399508719303
-100.37857252400296,25.98175667940818
-100.37315674470798,25.967916446011927
-100.42338692505552,25.919734135965115
-100.41426877514407,25.964023080879485
-100.38222200595266,25.92892250502167
-100.37873444073519,25.958493702680332
-100.3839391903631,25.97826029642756
-100.40676020344658,25.908244585108207
-100.40509846176583,25.92348703080124
-100.39152247144182,25.94705237994498
-100.39638441956328,25.97314884717973
-100.39600163723283,25.967002942133885
-100.40097749296321,25.938434500845936
-100.37467746970765,25.965207367410216
-100.40214507279984,25.91629632462555
-100.43652734429652,25.937321620314783
-100.39960812726102,25.97696520752513
-100.3898914971906,25.955404589165823
-100.41545890774927,25.939936211375738
-100.39735846592089,25.907672135890035
-100.38649213839194,25.985576271624698
-100.40239977591888,25.95930625199091
-100.39076534822246,25.982533404657385
-100.40688481701487,25.956255135021763
-100.375137620003,25.977094753520294
-100.43994132530537,25.93209503634879
-100.43395816701562,25.94686446861391
-100.39653626804848,25.971254493289184
-100.38993945357987,25.96678110524801
-100.42084844292935,25.916131572856678
-100.38615337117962,25.972115685576046
-100.40767289536281,25.919017712005896
-100.41486668832378,25.948293544037178
-100.40930509319628,25.9125039327386
-100.42196814518988,25.945155193364204
-100.39353413274124,25.923412815094633
-100.40457082897589,25.95889778220914
-100.40930278032805,25.959440780071407
-100.44101840058481,25.941055809555348
-100.40632753994335,25.923365349510593
-100.3997304065071,25.98387640678403
-100.43900520643157,25.936155021556075
-100.40827375407075,25.97540478721473
-100.40753206162559,25.972204087259364
-100.40573395896148,25.948226909207847
-100.40876143501349,25.926153591880414
-100.39041804955478,25.948481989544995
-100.40073897901162,25.914374879606974
-100.38832298059789,25.938814159387807
-100.42735001983444,25.93791609639013
-100.43182344953912,25.91782877270891
-100.40655702444738,25.95676927737891
-100.40087515489643,25.950493648192722
-100.40303497350192,25.980055982423675
-100.41168766798718,25.89362298132402
-100.42526622221875,25.9251753418382
-100.40069774811761,25.914821197785518
-100.4062919766687,25.89301231839476
-100.41530045656728,25.963374819980995
-100.40449677387579,25.89974904272438
-100.41318334093266,25.94163719296445
-100.40791117718426,25.896851621855483
-100.44136249373184,25.938856569854632
-100.38498748817572,25.945372445171937
-100.38882369546961,25.918484515089208
-100.39973028341146,25.930359223821327
-100.42157307042059,25.92047764801697
-100.37956858964036,25.957763697518498
-100.41052704744764,25.953376071272142
-100.37801099009184,25.975905098830207
-100.38209791857322,25.928221824490947
-100.43287555709428,25.943783139770087
-100.38702314227892,25.956656851993188
-100.40403900857488,25.973147419795026
-100.41972016333357,25.932026962048134
-100.41736231124587,25.900414804501764
-100.39366820600674,25.944742994224082
-100.4232311111704,25.90356811110226
-100.40890561688919,25.9409617305207
-100.41956258767796,25.907121416203033
-100.43300660182047,25.919371703494793
-100.39668718602569,25.977878997697932
-100.41592841019335,25.924472437452707
-100.38060394801437,25.970703192445068
-100.40612980703965,25.900776883588392
-100.41809667676014,25.924860154249455
-100.42915011101245,25.92354152942109
-100.39953877840087,25.92924692604221
-100.38689566153118,25.983615214831524
-100.39271540469127,25.96640040611381
-100.39200724786963,25.939492381992874
-100.37827635434911,25.9777913641536
-100.41785199513517,25.954310719996858
-100.39100988834409,25.96636159051436
-100.39622543346223,25.911898850466432
-100.39998551342521,25.965363332978473
-100.38085122025757,25.97965967855362
-100.39048182391137,25.95389246123663
-100.41791551170974,25.93644087511589
-100.40623544303705,25.909539898793934
-100.4044533958385,25.9664458101263
-100.43413619711129,25.94008694349385
-100.39146158807765,25.95458347363512
-100.37942871932582,25.946433814909167
-100.39290822327936,25.912205554443165
-100.42843485157002,25.923250410231372
-100.40980883421116,25.94400671682622
-100.37174722606709,25.980862500560434
-100.42429625625807,25.933538664607525
-100.38684492426131,25.92461792211237
-100.41291632973474,25.913528218595992
-100.4246852358331,25.941087681074514
-100.40603251710183,25.91204360050525
-99.65742655312205,26.25108240106632
-99.82624190856292,26.204043060342034
-99.72905089027698,26.185330729358693
-99.87853274851801,26.32278060785102
-99.72305587387947,26.34128074894315
-99.73946926415464,26.381312789276507
-99.79625639742055,26.18336296608979
-99.88541123828018,26.225448773387825
-99.73822354244558,26.315515708258893
-99.90298254080714,26.196385302394383
-99.7995323667483,26.29362644343179
-99.46655781479845,26.34030742661205
-99.79825888424932,26.37448108303642
-99.90993073993818,26.22638545051628
-99.8689883006777,26.235697091191085
-99.88700675865236,26.3720285329269
-99.64757135856314,26.344204341042843
-99.75668188911592,26.384850363776838
-99.88735824534538,26.195894264749544
-99.89901916454815,26.222508916175627
-99.82669648976612,26.20580407823664
-99.6402361364114,26.36312191782958
-99.61020521318473,26.37720323669495
-99.58902772983835,26.260971353361743
-99.87616953233028,26.20140441023559
-99.89895608401082,26.2812800513592
-99.57696100855229,26.397318107841127
-99.75716662480434,26.36600259104588
-99.75326881213005,26.250578345761213
-99.85077740208312,26.375261017310773
-99.78391373033655,26.24536918505646
-99.69686918817374,26.281342174370984
-99.81565171698377,26.36271633235942
-99.87939360017212,26.177478078586525
-99.64167331268993,26.332198507639017
-99.85903587846894,26.224708282291665
-99.53931813138264,26.378290589961903
-99.70621637648247,26.231731709055467
-99.6503119704977,26.290164345817207
-99.50622117224744,26.348093203104682
-99.66412766196694,26.234740622974357
-99.508776576251,26.35284758162195
-99.88932885330813,26.284504929799475
-99.70616540474123,26.272953182990747
-99.89071572194874,26.292595314108368
-99.86636387746435,26.26907688909498
-99.84043974669154,26.21426864176668
-99.89937140279007,26.37396867239111
-99.80144878286305,26.348613350811664
-99.48914785608139,26.292238515090503
-99.8047704951193,26.345549226759914
-99.56415705720651,26.272553788654864
-99.67314186721711,26.223954301853144
-99.6992354186915,26.36168052673437
-99.44087145030109,26.369739577043358
-99.68080560634847,26.22060117227886
-99.88090012930087,26.200457442731107
-99.58899301661747,26.311120584728183
-99.41534942182521,26.32239269188112
-99.54937032326353,26.318971263518574
-99.86062331762517,26.319877469708054
-99.70083024763362,26.23035876141129
-99.70050963100508,26.355633185660334
-99.68605462601397,26.224804190413085
-99.44125578297252,26.43849193823667
-99.51752866455867,26.351676446446522
-99.57432043218542,26.382398184385803
-99.73559043148977,26.223832051285203
-99.92833811359625,26.21128619658442
-99.8548065004219,26.37027883434885
-99.8593949419136,26.256000758389302
-99.87610198088414,26.244851903032085
-99.82244242830134,26.168261773651988
-99.49609328860245,26.330357015122672
-99.4465392630548,26.37544536480779
-99.73883287535655,26.25760193963689
-99.71978244784502,26.30105291382038
-99.77282150320917,26.192947544259564
-99.56488638183112,26.385681369049657
-99.73258485669169,26.380442145293355
-99.52537493410895,26.274317606756146
-99.77697720785781,26.26773772856751
-99.83702301898035,26.24527777970255
-99.8160403159312,26.33540792721538
-99.4245314550729,26.333143577032377
-99.5643475899116,26.351653935222906
-99.48360617046633,26.303496231036622
-99.85410234270768,26.338059414000973
-99.66018462061525,26.270284276539023
-99.91535641909502,26.214272034991488
-99.54807374280612,26.265344690621564
-99.5470061841946,26.336268672166483
